run_name,run_dir,seed,device,img_size,batch_size,epochs_requested,epochs_executed,learning_rate,optimizer,dropout_fc,weight_decay,use_early_stopping,early_stopping_patience,best_val_acc,best_epoch,final_val_acc,final_val_loss,total_training_time_sec,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,best_model_path
imagensCNNfase4_2026-04-20_05-01-41_bs16_ep50_lr0.0005_optSGD_df0.7_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_05-01-41_bs16_ep50_lr0.0005_optSGD_df0.7_wd1e-05,42,cuda,256,16,50,50,0.0005,SGD,0.7,1e-05,False,10,0.98975,21,0.987188,0.03342,2493.0933,0.990397,0.990397,0.990397,0.990397,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_05-01-41_bs16_ep50_lr0.0005_optSGD_df0.7_wd1e-05\best_model.pt
imagensCNNfase4_2026-04-20_05-43-20_bs16_ep50_lr0.0005_optSGD_df0.7_wd5e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_05-43-20_bs16_ep50_lr0.0005_optSGD_df0.7_wd5e-05,42,cuda,256,16,50,50,0.0005,SGD,0.7,5e-05,False,10,0.98975,39,0.988469,0.036918,2494.8428,0.991037,0.991092,0.991034,0.991037,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_05-43-20_bs16_ep50_lr0.0005_optSGD_df0.7_wd5e-05\best_model.pt
imagensCNNfase4_2026-04-20_06-25-01_bs16_ep50_lr0.0007_optSGD_df0.6_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_06-25-01_bs16_ep50_lr0.0007_optSGD_df0.6_wd0.0,42,cuda,256,16,50,50,0.0007,SGD,0.6,0.0,False,10,0.99007,40,0.987188,0.039626,2471.338,0.990717,0.990723,0.990716,0.990717,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_06-25-01_bs16_ep50_lr0.0007_optSGD_df0.6_wd0.0\best_model.pt
imagensCNNfase4_2026-04-20_07-06-18_bs16_ep50_lr0.0007_optSGD_df0.6_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_07-06-18_bs16_ep50_lr0.0007_optSGD_df0.6_wd1e-05,42,cuda,256,16,50,50,0.0007,SGD,0.6,1e-05,False,10,0.99007,26,0.988149,0.033725,2489.6175,0.991037,0.991041,0.991036,0.991037,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_07-06-18_bs16_ep50_lr0.0007_optSGD_df0.6_wd1e-05\best_model.pt
imagensCNNfase4_2026-04-20_07-47-54_bs16_ep50_lr0.0007_optSGD_df0.6_wd5e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_07-47-54_bs16_ep50_lr0.0007_optSGD_df0.6_wd5e-05,42,cuda,256,16,50,50,0.0007,SGD,0.6,5e-05,False,10,0.99007,33,0.987508,0.04205,2495.7448,0.991037,0.991052,0.991035,0.991037,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_07-47-54_bs16_ep50_lr0.0007_optSGD_df0.6_wd5e-05\best_model.pt
imagensCNNfase4_2026-04-20_08-29-35_bs16_ep50_lr0.0007_optSGD_df0.7_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_08-29-35_bs16_ep50_lr0.0007_optSGD_df0.7_wd0.0,42,cuda,256,16,50,50,0.0007,SGD,0.7,0.0,False,10,0.98943,46,0.988149,0.032614,2457.5889,0.992318,0.992332,0.992316,0.992317,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_08-29-35_bs16_ep50_lr0.0007_optSGD_df0.7_wd0.0\best_model.pt
imagensCNNfase4_2026-04-20_09-10-38_bs16_ep50_lr0.0007_optSGD_df0.7_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_09-10-38_bs16_ep50_lr0.0007_optSGD_df0.7_wd1e-05,42,cuda,256,16,50,50,0.0007,SGD,0.7,1e-05,False,10,0.98911,21,0.987508,0.02978,2484.0203,0.988156,0.988193,0.988154,0.988156,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_09-10-38_bs16_ep50_lr0.0007_optSGD_df0.7_wd1e-05\best_model.pt
imagensCNNfase4_2026-04-20_09-52-08_bs16_ep50_lr0.0007_optSGD_df0.7_wd5e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_09-52-08_bs16_ep50_lr0.0007_optSGD_df0.7_wd5e-05,42,cuda,256,16,50,50,0.0007,SGD,0.7,5e-05,False,10,0.98975,36,0.985586,0.038787,2478.9341,0.989757,0.989779,0.989755,0.989757,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_09-52-08_bs16_ep50_lr0.0007_optSGD_df0.7_wd5e-05\best_model.pt
imagensCNNfase4_2026-04-20_10-33-33_bs16_ep100_lr0.0003_optSGD_df0.6_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_10-33-33_bs16_ep100_lr0.0003_optSGD_df0.6_wd0.0,42,cuda,256,16,100,100,0.0003,SGD,0.6,0.0,False,10,0.990391,73,0.988149,0.054123,4919.2906,0.990397,0.990411,0.990395,0.990397,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_10-33-33_bs16_ep100_lr0.0003_optSGD_df0.6_wd0.0\best_model.pt
imagensCNNfase4_2026-04-20_11-55-38_bs16_ep100_lr0.0003_optSGD_df0.6_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_11-55-38_bs16_ep100_lr0.0003_optSGD_df0.6_wd1e-05,42,cuda,256,16,100,100,0.0003,SGD,0.6,1e-05,False,10,0.99007,77,0.987188,0.046704,4957.1478,0.990077,0.990095,0.990075,0.990077,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_11-55-38_bs16_ep100_lr0.0003_optSGD_df0.6_wd1e-05\best_model.pt
imagensCNNfase4_2026-04-20_13-18-21_bs16_ep100_lr0.0003_optSGD_df0.6_wd5e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_13-18-21_bs16_ep100_lr0.0003_optSGD_df0.6_wd5e-05,42,cuda,256,16,100,100,0.0003,SGD,0.6,5e-05,False,10,0.98975,36,0.987828,0.052411,4950.1111,0.989117,0.989159,0.989114,0.989116,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_13-18-21_bs16_ep100_lr0.0003_optSGD_df0.6_wd5e-05\best_model.pt
imagensCNNfase4_2026-04-20_14-40-57_bs16_ep100_lr0.0003_optSGD_df0.7_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_14-40-57_bs16_ep100_lr0.0003_optSGD_df0.7_wd0.0,42,cuda,256,16,100,100,0.0003,SGD,0.7,0.0,False,10,0.98975,80,0.988469,0.056274,4956.8577,0.988156,0.988217,0.988153,0.988156,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_14-40-57_bs16_ep100_lr0.0003_optSGD_df0.7_wd0.0\best_model.pt
imagensCNNfase4_2026-04-20_16-03-40_bs16_ep100_lr0.0003_optSGD_df0.7_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_16-03-40_bs16_ep100_lr0.0003_optSGD_df0.7_wd1e-05,42,cuda,256,16,100,100,0.0003,SGD,0.7,1e-05,False,10,0.99007,66,0.987188,0.048555,4960.4646,0.988476,0.988498,0.988474,0.988476,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_16-03-40_bs16_ep100_lr0.0003_optSGD_df0.7_wd1e-05\best_model.pt
imagensCNNfase4_2026-04-20_17-26-26_bs16_ep100_lr0.0003_optSGD_df0.7_wd5e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_17-26-26_bs16_ep100_lr0.0003_optSGD_df0.7_wd5e-05,42,cuda,256,16,100,100,0.0003,SGD,0.7,5e-05,False,10,0.99007,17,0.988149,0.049009,4961.3165,0.989757,0.989877,0.989752,0.989756,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_17-26-26_bs16_ep100_lr0.0003_optSGD_df0.7_wd5e-05\best_model.pt
imagensCNNfase4_2026-04-20_18-49-13_bs16_ep100_lr0.0005_optSGD_df0.6_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_18-49-13_bs16_ep100_lr0.0005_optSGD_df0.6_wd0.0,42,cuda,256,16,100,100,0.0005,SGD,0.6,0.0,False,10,0.990711,56,0.988469,0.053592,4914.3025,0.989117,0.989148,0.989114,0.989116,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_18-49-13_bs16_ep100_lr0.0005_optSGD_df0.6_wd0.0\best_model.pt
imagensCNNfase4_2026-04-20_20-11-13_bs16_ep100_lr0.0005_optSGD_df0.6_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_20-11-13_bs16_ep100_lr0.0005_optSGD_df0.6_wd1e-05,42,cuda,256,16,100,100,0.0005,SGD,0.6,1e-05,False,10,0.990711,44,0.987828,0.058079,4947.8202,0.985595,0.985604,0.985597,0.985595,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_20-11-13_bs16_ep100_lr0.0005_optSGD_df0.6_wd1e-05\best_model.pt
imagensCNNfase4_2026-04-20_21-33-47_bs16_ep100_lr0.0005_optSGD_df0.6_wd5e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_21-33-47_bs16_ep100_lr0.0005_optSGD_df0.6_wd5e-05,42,cuda,256,16,100,100,0.0005,SGD,0.6,5e-05,False,10,0.98943,43,0.987828,0.057248,4952.178,0.990397,0.990405,0.990396,0.990397,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_21-33-47_bs16_ep100_lr0.0005_optSGD_df0.6_wd5e-05\best_model.pt
imagensCNNfase4_2026-04-20_22-56-25_bs16_ep100_lr0.0005_optSGD_df0.7_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_22-56-25_bs16_ep100_lr0.0005_optSGD_df0.7_wd0.0,42,cuda,256,16,100,100,0.0005,SGD,0.7,0.0,False,10,0.99007,38,0.988149,0.046001,4926.2923,0.991357,0.991357,0.991357,0.991357,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_22-56-25_bs16_ep100_lr0.0005_optSGD_df0.7_wd0.0\best_model.pt
imagensCNNfase4_2026-04-21_00-18-37_bs16_ep100_lr0.0005_optSGD_df0.7_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_00-18-37_bs16_ep100_lr0.0005_optSGD_df0.7_wd1e-05,42,cuda,256,16,100,100,0.0005,SGD,0.7,1e-05,False,10,0.98975,21,0.987508,0.050203,4961.4354,0.990397,0.990397,0.990397,0.990397,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_00-18-37_bs16_ep100_lr0.0005_optSGD_df0.7_wd1e-05\best_model.pt
imagensCNNfase4_2026-04-21_01-41-25_bs16_ep100_lr0.0005_optSGD_df0.7_wd5e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_01-41-25_bs16_ep100_lr0.0005_optSGD_df0.7_wd5e-05,42,cuda,256,16,100,100,0.0005,SGD,0.7,5e-05,False,10,0.98975,39,0.98911,0.040166,4981.9054,0.991037,0.991092,0.991034,0.991037,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_01-41-25_bs16_ep100_lr0.0005_optSGD_df0.7_wd5e-05\best_model.pt
imagensCNNfase4_2026-04-21_03-04-32_bs16_ep100_lr0.0007_optSGD_df0.6_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_03-04-32_bs16_ep100_lr0.0007_optSGD_df0.6_wd0.0,42,cuda,256,16,100,100,0.0007,SGD,0.6,0.0,False,10,0.99007,40,0.988789,0.0501,4937.5402,0.990717,0.990723,0.990716,0.990717,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_03-04-32_bs16_ep100_lr0.0007_optSGD_df0.6_wd0.0\best_model.pt
imagensCNNfase4_2026-04-21_04-26-55_bs16_ep100_lr0.0007_optSGD_df0.6_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_04-26-55_bs16_ep100_lr0.0007_optSGD_df0.6_wd1e-05,42,cuda,256,16,100,100,0.0007,SGD,0.6,1e-05,False,10,0.99007,26,0.986547,0.055065,4977.6612,0.991037,0.991041,0.991036,0.991037,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_04-26-55_bs16_ep100_lr0.0007_optSGD_df0.6_wd1e-05\best_model.pt
imagensCNNfase4_2026-04-21_05-49-59_bs16_ep100_lr0.0007_optSGD_df0.6_wd5e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_05-49-59_bs16_ep100_lr0.0007_optSGD_df0.6_wd5e-05,42,cuda,256,16,100,100,0.0007,SGD,0.6,5e-05,False,10,0.99007,33,0.987508,0.050741,4975.9928,0.991037,0.991052,0.991035,0.991037,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_05-49-59_bs16_ep100_lr0.0007_optSGD_df0.6_wd5e-05\best_model.pt
imagensCNNfase4_2026-04-21_07-13-00_bs16_ep100_lr0.0007_optSGD_df0.7_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_07-13-00_bs16_ep100_lr0.0007_optSGD_df0.7_wd0.0,42,cuda,256,16,100,100,0.0007,SGD,0.7,0.0,False,10,0.99007,73,0.988149,0.042834,4927.4855,0.988476,0.988477,0.988476,0.988476,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_07-13-00_bs16_ep100_lr0.0007_optSGD_df0.7_wd0.0\best_model.pt
imagensCNNfase4_2026-04-21_08-35-14_bs16_ep100_lr0.0007_optSGD_df0.7_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_08-35-14_bs16_ep100_lr0.0007_optSGD_df0.7_wd1e-05,42,cuda,256,16,100,100,0.0007,SGD,0.7,1e-05,False,10,0.98975,65,0.988149,0.040027,4979.9037,0.990397,0.990452,0.990394,0.990397,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_08-35-14_bs16_ep100_lr0.0007_optSGD_df0.7_wd1e-05\best_model.pt
imagensCNNfase4_2026-04-21_09-58-20_bs16_ep100_lr0.0007_optSGD_df0.7_wd5e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_09-58-20_bs16_ep100_lr0.0007_optSGD_df0.7_wd5e-05,42,cuda,256,16,100,100,0.0007,SGD,0.7,5e-05,False,10,0.98975,36,0.988149,0.042991,4981.6581,0.989757,0.989779,0.989755,0.989757,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_09-58-20_bs16_ep100_lr0.0007_optSGD_df0.7_wd5e-05\best_model.pt
