weight_decay,test_f1_macro,test_accuracy,best_val_acc
5e-05,0.9901833333333333,0.9901836666666667,0.9898033333333333
0.001,0.989757,0.989757,0.99007
0.0005,0.9897566666666666,0.9897566666666666,0.9899633333333333
1e-05,0.9893031666666666,0.9893031666666666,0.9899368333333333
0.0001,0.96342855,0.9634363,0.9637091
0.0,0.9182254722222223,0.9349392222222223,0.9354756666666666
