epochs_executed,test_f1_macro,test_accuracy,best_val_acc
250,0.991357,0.991357,0.99007
200,0.991357,0.991357,0.99007
150,0.991357,0.991357,0.99007
300,0.991357,0.991357,0.99007
100,0.9895432083333334,0.9895433749999999,0.9899367916666667
30,0.985275,0.985275,0.986867
50,0.9414184533333334,0.9494451866666667,0.9498226666666667
