run_name,run_dir,seed,device,img_size,batch_size,epochs_requested,epochs_executed,learning_rate,optimizer,dropout_fc,weight_decay,use_early_stopping,early_stopping_patience,best_val_acc,best_epoch,final_val_acc,final_val_loss,total_training_time_sec,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,best_model_path,metrics_file,experiment_group,run_folder
imagensCNNfase6_2026-04-22_08-56-13_bs32_ep100_lr0.0005_optAdam_df0.7_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase6\imagensCNNfase6_2026-04-22_08-56-13_bs32_ep100_lr0.0005_optAdam_df0.7_wd0.0,42,cuda,256,32,100,100,0.0005,Adam,0.7,0.0,False,10,0.991031,52,0.986547,0.074929,4983.6844,0.989117,0.989148,0.989114,0.989116,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase6\imagensCNNfase6_2026-04-22_08-56-13_bs32_ep100_lr0.0005_optAdam_df0.7_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase6\imagensCNNfase6_2026-04-22_08-56-13_bs32_ep100_lr0.0005_optAdam_df0.7_wd0.0\metrics.json,imagensCNNfase6,imagensCNNfase6_2026-04-22_08-56-13_bs32_ep100_lr0.0005_optAdam_df0.7_wd0.0
imagensCNNfase5_2026-04-22_00-04-02_bs16_ep50_lr0.0007_optAdam_df0.7_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_00-04-02_bs16_ep50_lr0.0007_optAdam_df0.7_wd0.0001,42,cuda,256,16,50,50,0.0007,Adam,0.7,0.0001,False,10,0.987828,33,0.986227,0.032278,2561.8795,0.989117,0.989139,0.989114,0.989116,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_00-04-02_bs16_ep50_lr0.0007_optAdam_df0.7_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_00-04-02_bs16_ep50_lr0.0007_optAdam_df0.7_wd0.0001\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-22_00-04-02_bs16_ep50_lr0.0007_optAdam_df0.7_wd0.0001
imagensCNNfase4_2026-04-19_23-30-12_bs16_ep50_lr0.0003_optSGD_df0.6_wd5e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-19_23-30-12_bs16_ep50_lr0.0003_optSGD_df0.6_wd5e-05,42,cuda,256,16,50,50,0.0003,SGD,0.6,5e-05,False,10,0.98975,36,0.987188,0.039213,2481.0307,0.989117,0.989159,0.989114,0.989116,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-19_23-30-12_bs16_ep50_lr0.0003_optSGD_df0.6_wd5e-05\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-19_23-30-12_bs16_ep50_lr0.0003_optSGD_df0.6_wd5e-05\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-19_23-30-12_bs16_ep50_lr0.0003_optSGD_df0.6_wd5e-05
imagensCNNfase4_2026-04-20_13-18-21_bs16_ep100_lr0.0003_optSGD_df0.6_wd5e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_13-18-21_bs16_ep100_lr0.0003_optSGD_df0.6_wd5e-05,42,cuda,256,16,100,100,0.0003,SGD,0.6,5e-05,False,10,0.98975,36,0.987828,0.052411,4950.1111,0.989117,0.989159,0.989114,0.989116,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_13-18-21_bs16_ep100_lr0.0003_optSGD_df0.6_wd5e-05\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_13-18-21_bs16_ep100_lr0.0003_optSGD_df0.6_wd5e-05\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-20_13-18-21_bs16_ep100_lr0.0003_optSGD_df0.6_wd5e-05
imagensCNNfase4_2026-04-20_18-49-13_bs16_ep100_lr0.0005_optSGD_df0.6_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_18-49-13_bs16_ep100_lr0.0005_optSGD_df0.6_wd0.0,42,cuda,256,16,100,100,0.0005,SGD,0.6,0.0,False,10,0.990711,56,0.988469,0.053592,4914.3025,0.989117,0.989148,0.989114,0.989116,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_18-49-13_bs16_ep100_lr0.0005_optSGD_df0.6_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_18-49-13_bs16_ep100_lr0.0005_optSGD_df0.6_wd0.0\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-20_18-49-13_bs16_ep100_lr0.0005_optSGD_df0.6_wd0.0
imagensCNNfase5_2026-04-21_18-21-12_bs16_ep50_lr0.0005_optAdamW_df0.7_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_18-21-12_bs16_ep50_lr0.0005_optAdamW_df0.7_wd0.0001,42,cuda,256,16,50,50,0.0005,AdamW,0.7,0.0001,False,10,0.988149,47,0.986867,0.050752,2581.7184,0.989117,0.989185,0.989113,0.989116,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_18-21-12_bs16_ep50_lr0.0005_optAdamW_df0.7_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_18-21-12_bs16_ep50_lr0.0005_optAdamW_df0.7_wd0.0001\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-21_18-21-12_bs16_ep50_lr0.0005_optAdamW_df0.7_wd0.0001
imagensCNNfase1_1_2026-04-17_15-56-40_bs32_ep50_lr0.0001_optSGD_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_15-56-40_bs32_ep50_lr0.0001_optSGD_df0.5_wd0.0001,42,cuda,256,32,50,50,0.0001,SGD,0.5,0.0001,False,10,0.99007,44,0.986547,0.033731,2472.3046,0.989117,0.989139,0.989114,0.989116,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_15-56-40_bs32_ep50_lr0.0001_optSGD_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_15-56-40_bs32_ep50_lr0.0001_optSGD_df0.5_wd0.0001\metrics.json,imagensCNNfase1_1,imagensCNNfase1_1_2026-04-17_15-56-40_bs32_ep50_lr0.0001_optSGD_df0.5_wd0.0001
imagensCNNfase1_1_2026-04-17_10-11-57_bs32_ep50_lr0.001_optSGD_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_10-11-57_bs32_ep50_lr0.001_optSGD_df0.5_wd0.0001,42,cuda,256,32,50,50,0.001,SGD,0.5,0.0001,False,10,0.990711,14,0.987828,0.039749,2464.2539,0.989117,0.989185,0.989113,0.989116,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_10-11-57_bs32_ep50_lr0.001_optSGD_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_10-11-57_bs32_ep50_lr0.001_optSGD_df0.5_wd0.0001\metrics.json,imagensCNNfase1_1,imagensCNNfase1_1_2026-04-17_10-11-57_bs32_ep50_lr0.001_optSGD_df0.5_wd0.0001
imagensCNNfase2_2026-04-17_19-00-23_bs16_ep50_lr0.0005_optSGD_df0.3_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_19-00-23_bs16_ep50_lr0.0005_optSGD_df0.3_wd0.0001,42,cuda,256,16,50,50,0.0005,SGD,0.3,0.0001,False,10,0.990711,23,0.987188,0.041471,2462.3591,0.989117,0.989118,0.989116,0.989116,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_19-00-23_bs16_ep50_lr0.0005_optSGD_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_19-00-23_bs16_ep50_lr0.0005_optSGD_df0.3_wd0.0001\metrics.json,imagensCNNfase2,imagensCNNfase2_2026-04-17_19-00-23_bs16_ep50_lr0.0005_optSGD_df0.3_wd0.0001
imagensCNNfase1_2026-04-16_17-21-16_bs16_ep50_lr0.0005_optSGD_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_17-21-16_bs16_ep50_lr0.0005_optSGD_df0.5_wd0.0001,42,cuda,256,16,50,50,0.0005,SGD,0.5,0.0001,False,10,0.98975,25,0.987828,0.039278,2468.4346,0.988796,0.988799,0.988796,0.988796,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_17-21-16_bs16_ep50_lr0.0005_optSGD_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_17-21-16_bs16_ep50_lr0.0005_optSGD_df0.5_wd0.0001\metrics.json,imagensCNNfase1,imagensCNNfase1_2026-04-16_17-21-16_bs16_ep50_lr0.0005_optSGD_df0.5_wd0.0001
imagensCNNfase2_2026-04-17_21-03-21_bs16_ep50_lr0.0005_optSGD_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_21-03-21_bs16_ep50_lr0.0005_optSGD_df0.5_wd0.0001,42,cuda,256,16,50,50,0.0005,SGD,0.5,0.0001,False,10,0.98975,25,0.987828,0.039278,2461.4748,0.988796,0.988799,0.988796,0.988796,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_21-03-21_bs16_ep50_lr0.0005_optSGD_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_21-03-21_bs16_ep50_lr0.0005_optSGD_df0.5_wd0.0001\metrics.json,imagensCNNfase2,imagensCNNfase2_2026-04-17_21-03-21_bs16_ep50_lr0.0005_optSGD_df0.5_wd0.0001
imagensCNNfase2_2026-04-17_23-06-37_bs16_ep50_lr0.0005_optSGD_df0.7_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_23-06-37_bs16_ep50_lr0.0005_optSGD_df0.7_wd0.0001,42,cuda,256,16,50,50,0.0005,SGD,0.7,0.0001,False,10,0.99007,18,0.988149,0.036694,2469.3598,0.988796,0.988818,0.988799,0.988796,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_23-06-37_bs16_ep50_lr0.0005_optSGD_df0.7_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_23-06-37_bs16_ep50_lr0.0005_optSGD_df0.7_wd0.0001\metrics.json,imagensCNNfase2,imagensCNNfase2_2026-04-17_23-06-37_bs16_ep50_lr0.0005_optSGD_df0.7_wd0.0001
imagensCNNfase1_1_2026-04-17_12-18-58_bs32_ep50_lr0.0005_optAdam_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_12-18-58_bs32_ep50_lr0.0005_optAdam_df0.5_wd0.0001,42,cuda,256,32,50,50,0.0005,Adam,0.5,0.0001,False,10,0.98911,35,0.986547,0.038928,3065.1287,0.988796,0.988823,0.988794,0.988796,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_12-18-58_bs32_ep50_lr0.0005_optAdam_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_12-18-58_bs32_ep50_lr0.0005_optAdam_df0.5_wd0.0001\metrics.json,imagensCNNfase1_1,imagensCNNfase1_1_2026-04-17_12-18-58_bs32_ep50_lr0.0005_optAdam_df0.5_wd0.0001
imagensCNNfase5_2026-04-21_16-53-51_bs16_ep50_lr0.0005_optAdamW_df0.6_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_16-53-51_bs16_ep50_lr0.0005_optAdamW_df0.6_wd0.0001,42,cuda,256,16,50,50,0.0005,AdamW,0.6,0.0001,False,10,0.990391,41,0.97886,0.093492,2676.7623,0.988796,0.9888,0.988797,0.988796,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_16-53-51_bs16_ep50_lr0.0005_optAdamW_df0.6_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_16-53-51_bs16_ep50_lr0.0005_optAdamW_df0.6_wd0.0001\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-21_16-53-51_bs16_ep50_lr0.0005_optAdamW_df0.6_wd0.0001
imagensCNNfase5_2026-04-22_01-29-19_bs16_ep50_lr0.0007_optAdamW_df0.6_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_01-29-19_bs16_ep50_lr0.0007_optAdamW_df0.6_wd0.0001,42,cuda,256,16,50,50,0.0007,AdamW,0.6,0.0001,False,10,0.98911,28,0.986867,0.05946,2553.8373,0.988796,0.988823,0.988794,0.988796,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_01-29-19_bs16_ep50_lr0.0007_optAdamW_df0.6_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_01-29-19_bs16_ep50_lr0.0007_optAdamW_df0.6_wd0.0001\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-22_01-29-19_bs16_ep50_lr0.0007_optAdamW_df0.6_wd0.0001
imagensCNNfase1_1_2026-04-17_13-51-20_bs32_ep50_lr0.0005_optAdamW_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_13-51-20_bs32_ep50_lr0.0005_optAdamW_df0.5_wd0.0001,42,cuda,256,32,50,50,0.0005,AdamW,0.5,0.0001,False,10,0.990711,46,0.988789,0.032087,2493.4762,0.988796,0.988802,0.988795,0.988796,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_13-51-20_bs32_ep50_lr0.0005_optAdamW_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_13-51-20_bs32_ep50_lr0.0005_optAdamW_df0.5_wd0.0001\metrics.json,imagensCNNfase1_1,imagensCNNfase1_1_2026-04-17_13-51-20_bs32_ep50_lr0.0005_optAdamW_df0.5_wd0.0001
imagensCNNfase5_2026-04-21_13-47-43_bs16_ep50_lr0.0005_optAdam_df0.6_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_13-47-43_bs16_ep50_lr0.0005_optAdam_df0.6_wd0.0001,42,cuda,256,16,50,50,0.0005,Adam,0.6,0.0001,False,10,0.98911,46,0.987508,0.040134,2535.7434,0.988476,0.988513,0.988479,0.988476,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_13-47-43_bs16_ep50_lr0.0005_optAdam_df0.6_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_13-47-43_bs16_ep50_lr0.0005_optAdam_df0.6_wd0.0001\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-21_13-47-43_bs16_ep50_lr0.0005_optAdam_df0.6_wd0.0001
imagensCNNfase4_2026-04-20_16-03-40_bs16_ep100_lr0.0003_optSGD_df0.7_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_16-03-40_bs16_ep100_lr0.0003_optSGD_df0.7_wd1e-05,42,cuda,256,16,100,100,0.0003,SGD,0.7,1e-05,False,10,0.99007,66,0.987188,0.048555,4960.4646,0.988476,0.988498,0.988474,0.988476,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_16-03-40_bs16_ep100_lr0.0003_optSGD_df0.7_wd1e-05\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_16-03-40_bs16_ep100_lr0.0003_optSGD_df0.7_wd1e-05\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-20_16-03-40_bs16_ep100_lr0.0003_optSGD_df0.7_wd1e-05
imagensCNNfase2_2026-04-17_20-22-35_bs16_ep50_lr0.0005_optSGD_df0.5_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_20-22-35_bs16_ep50_lr0.0005_optSGD_df0.5_wd0.0,42,cuda,256,16,50,50,0.0005,SGD,0.5,0.0,False,10,0.990391,25,0.987508,0.040357,2440.4727,0.988476,0.988531,0.988473,0.988476,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_20-22-35_bs16_ep50_lr0.0005_optSGD_df0.5_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_20-22-35_bs16_ep50_lr0.0005_optSGD_df0.5_wd0.0\metrics.json,imagensCNNfase2,imagensCNNfase2_2026-04-17_20-22-35_bs16_ep50_lr0.0005_optSGD_df0.5_wd0.0
imagensCNNfase2_2026-04-17_23-47-52_bs16_ep50_lr0.0005_optSGD_df0.7_wd0.0005,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_23-47-52_bs16_ep50_lr0.0005_optSGD_df0.7_wd0.0005,42,cuda,256,16,50,50,0.0005,SGD,0.7,0.0005,False,10,0.99007,36,0.98911,0.030507,2467.0785,0.988476,0.988531,0.988473,0.988476,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_23-47-52_bs16_ep50_lr0.0005_optSGD_df0.7_wd0.0005\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_23-47-52_bs16_ep50_lr0.0005_optSGD_df0.7_wd0.0005\metrics.json,imagensCNNfase2,imagensCNNfase2_2026-04-17_23-47-52_bs16_ep50_lr0.0005_optSGD_df0.7_wd0.0005
imagensCNNfase4_2026-04-21_07-13-00_bs16_ep100_lr0.0007_optSGD_df0.7_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_07-13-00_bs16_ep100_lr0.0007_optSGD_df0.7_wd0.0,42,cuda,256,16,100,100,0.0007,SGD,0.7,0.0,False,10,0.99007,73,0.988149,0.042834,4927.4855,0.988476,0.988477,0.988476,0.988476,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_07-13-00_bs16_ep100_lr0.0007_optSGD_df0.7_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_07-13-00_bs16_ep100_lr0.0007_optSGD_df0.7_wd0.0\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-21_07-13-00_bs16_ep100_lr0.0007_optSGD_df0.7_wd0.0
imagensCNNfase5_2026-04-21_15-12-08_bs16_ep50_lr0.0005_optAdam_df0.7_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_15-12-08_bs16_ep50_lr0.0005_optAdam_df0.7_wd0.0001,42,cuda,256,16,50,50,0.0005,Adam,0.7,0.0001,False,10,0.987828,23,0.984305,0.042227,3502.9702,0.988476,0.988662,0.98847,0.988475,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_15-12-08_bs16_ep50_lr0.0005_optAdam_df0.7_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_15-12-08_bs16_ep50_lr0.0005_optAdam_df0.7_wd0.0001\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-21_15-12-08_bs16_ep50_lr0.0005_optAdam_df0.7_wd0.0001
imagensCNNfase4_2026-04-20_09-10-38_bs16_ep50_lr0.0007_optSGD_df0.7_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_09-10-38_bs16_ep50_lr0.0007_optSGD_df0.7_wd1e-05,42,cuda,256,16,50,50,0.0007,SGD,0.7,1e-05,False,10,0.98911,21,0.987508,0.02978,2484.0203,0.988156,0.988193,0.988154,0.988156,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_09-10-38_bs16_ep50_lr0.0007_optSGD_df0.7_wd1e-05\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_09-10-38_bs16_ep50_lr0.0007_optSGD_df0.7_wd1e-05\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-20_09-10-38_bs16_ep50_lr0.0007_optSGD_df0.7_wd1e-05
imagensCNNfase4_2026-04-20_14-40-57_bs16_ep100_lr0.0003_optSGD_df0.7_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_14-40-57_bs16_ep100_lr0.0003_optSGD_df0.7_wd0.0,42,cuda,256,16,100,100,0.0003,SGD,0.7,0.0,False,10,0.98975,80,0.988469,0.056274,4956.8577,0.988156,0.988217,0.988153,0.988156,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_14-40-57_bs16_ep100_lr0.0003_optSGD_df0.7_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_14-40-57_bs16_ep100_lr0.0003_optSGD_df0.7_wd0.0\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-20_14-40-57_bs16_ep100_lr0.0003_optSGD_df0.7_wd0.0
imagensCNNfase1_2026-04-16_20-50-58_bs16_ep50_lr0.0001_optAdamW_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_20-50-58_bs16_ep50_lr0.0001_optAdamW_df0.5_wd0.0001,42,cuda,256,16,50,50,0.0001,AdamW,0.5,0.0001,False,10,0.98943,17,0.987188,0.043396,2522.3575,0.988156,0.988267,0.988151,0.988155,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_20-50-58_bs16_ep50_lr0.0001_optAdamW_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_20-50-58_bs16_ep50_lr0.0001_optAdamW_df0.5_wd0.0001\metrics.json,imagensCNNfase1,imagensCNNfase1_2026-04-16_20-50-58_bs16_ep50_lr0.0001_optAdamW_df0.5_wd0.0001
imagensCNNfase1_2026-04-16_15-14-48_bs16_ep50_lr0.001_optAdamW_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_15-14-48_bs16_ep50_lr0.001_optAdamW_df0.5_wd0.0001,42,cuda,256,16,50,50,0.001,AdamW,0.5,0.0001,False,10,0.988469,34,0.986547,0.058426,2520.8219,0.987836,0.987956,0.987831,0.987835,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_15-14-48_bs16_ep50_lr0.001_optAdamW_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_15-14-48_bs16_ep50_lr0.001_optAdamW_df0.5_wd0.0001\metrics.json,imagensCNNfase1,imagensCNNfase1_2026-04-16_15-14-48_bs16_ep50_lr0.001_optAdamW_df0.5_wd0.0001
imagensCNNfase5_2026-04-21_23-21-28_bs16_ep50_lr0.0007_optAdam_df0.7_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_23-21-28_bs16_ep50_lr0.0007_optAdam_df0.7_wd0.0,42,cuda,256,16,50,50,0.0007,Adam,0.7,0.0,False,10,0.98943,23,0.988469,0.048351,2548.3384,0.987196,0.987238,0.987193,0.987196,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_23-21-28_bs16_ep50_lr0.0007_optAdam_df0.7_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_23-21-28_bs16_ep50_lr0.0007_optAdam_df0.7_wd0.0\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-21_23-21-28_bs16_ep50_lr0.0007_optAdam_df0.7_wd0.0
imagensCNNfase5_2026-04-22_02-11-59_bs16_ep50_lr0.0007_optAdamW_df0.7_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_02-11-59_bs16_ep50_lr0.0007_optAdamW_df0.7_wd0.0,42,cuda,256,16,50,50,0.0007,AdamW,0.7,0.0,False,10,0.98943,23,0.988469,0.048351,2542.493,0.987196,0.987238,0.987193,0.987196,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_02-11-59_bs16_ep50_lr0.0007_optAdamW_df0.7_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-22_02-11-59_bs16_ep50_lr0.0007_optAdamW_df0.7_wd0.0\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-22_02-11-59_bs16_ep50_lr0.0007_optAdamW_df0.7_wd0.0
