run_name,run_dir,seed,device,img_size,batch_size,epochs_requested,epochs_executed,learning_rate,optimizer,dropout_fc,weight_decay,use_early_stopping,early_stopping_patience,best_val_acc,best_epoch,final_val_acc,final_val_loss,total_training_time_sec,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,best_model_path,metrics_file,experiment_group,run_folder
imagensCNNfase4_2026-04-20_06-25-01_bs16_ep50_lr0.0007_optSGD_df0.6_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_06-25-01_bs16_ep50_lr0.0007_optSGD_df0.6_wd0.0,42,cuda,256,16,50,50,0.0007,SGD,0.6,0.0,False,10,0.99007,40,0.987188,0.039626,2471.338,0.990717,0.990723,0.990716,0.990717,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_06-25-01_bs16_ep50_lr0.0007_optSGD_df0.6_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_06-25-01_bs16_ep50_lr0.0007_optSGD_df0.6_wd0.0\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-20_06-25-01_bs16_ep50_lr0.0007_optSGD_df0.6_wd0.0
imagensCNNfase1_1_2026-04-17_13-10-09_bs32_ep50_lr0.0005_optSGD_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_13-10-09_bs32_ep50_lr0.0005_optSGD_df0.5_wd0.0001,42,cuda,256,32,50,50,0.0005,SGD,0.5,0.0001,False,10,0.98975,14,0.987188,0.043529,2466.1244,0.990397,0.990452,0.990394,0.990397,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_13-10-09_bs32_ep50_lr0.0005_optSGD_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_13-10-09_bs32_ep50_lr0.0005_optSGD_df0.5_wd0.0001\metrics.json,imagensCNNfase1_1,imagensCNNfase1_1_2026-04-17_13-10-09_bs32_ep50_lr0.0005_optSGD_df0.5_wd0.0001
imagensCNNfase1_2026-04-16_16-39-06_bs16_ep50_lr0.0005_optAdam_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_16-39-06_bs16_ep50_lr0.0005_optAdam_df0.5_wd0.0001,42,cuda,256,16,50,50,0.0005,Adam,0.5,0.0001,False,10,0.988789,23,0.987188,0.048102,2524.5256,0.990397,0.990397,0.990397,0.990397,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_16-39-06_bs16_ep50_lr0.0005_optAdam_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_16-39-06_bs16_ep50_lr0.0005_optAdam_df0.5_wd0.0001\metrics.json,imagensCNNfase1,imagensCNNfase1_2026-04-16_16-39-06_bs16_ep50_lr0.0005_optAdam_df0.5_wd0.0001
imagensCNNfase4_2026-04-20_10-33-33_bs16_ep100_lr0.0003_optSGD_df0.6_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_10-33-33_bs16_ep100_lr0.0003_optSGD_df0.6_wd0.0,42,cuda,256,16,100,100,0.0003,SGD,0.6,0.0,False,10,0.990391,73,0.988149,0.054123,4919.2906,0.990397,0.990411,0.990395,0.990397,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_10-33-33_bs16_ep100_lr0.0003_optSGD_df0.6_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_10-33-33_bs16_ep100_lr0.0003_optSGD_df0.6_wd0.0\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-20_10-33-33_bs16_ep100_lr0.0003_optSGD_df0.6_wd0.0
imagensCNNfase4_2026-04-20_21-33-47_bs16_ep100_lr0.0005_optSGD_df0.6_wd5e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_21-33-47_bs16_ep100_lr0.0005_optSGD_df0.6_wd5e-05,42,cuda,256,16,100,100,0.0005,SGD,0.6,5e-05,False,10,0.98943,43,0.987828,0.057248,4952.178,0.990397,0.990405,0.990396,0.990397,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_21-33-47_bs16_ep100_lr0.0005_optSGD_df0.6_wd5e-05\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_21-33-47_bs16_ep100_lr0.0005_optSGD_df0.6_wd5e-05\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-20_21-33-47_bs16_ep100_lr0.0005_optSGD_df0.6_wd5e-05
imagensCNNfase4_2026-04-20_03-38-39_bs16_ep50_lr0.0005_optSGD_df0.6_wd5e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_03-38-39_bs16_ep50_lr0.0005_optSGD_df0.6_wd5e-05,42,cuda,256,16,50,50,0.0005,SGD,0.6,5e-05,False,10,0.98943,43,0.987508,0.03819,2496.5516,0.990397,0.990405,0.990396,0.990397,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_03-38-39_bs16_ep50_lr0.0005_optSGD_df0.6_wd5e-05\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_03-38-39_bs16_ep50_lr0.0005_optSGD_df0.6_wd5e-05\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-20_03-38-39_bs16_ep50_lr0.0005_optSGD_df0.6_wd5e-05
imagensCNNfase4_2026-04-20_05-01-41_bs16_ep50_lr0.0005_optSGD_df0.7_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_05-01-41_bs16_ep50_lr0.0005_optSGD_df0.7_wd1e-05,42,cuda,256,16,50,50,0.0005,SGD,0.7,1e-05,False,10,0.98975,21,0.987188,0.03342,2493.0933,0.990397,0.990397,0.990397,0.990397,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_05-01-41_bs16_ep50_lr0.0005_optSGD_df0.7_wd1e-05\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_05-01-41_bs16_ep50_lr0.0005_optSGD_df0.7_wd1e-05\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-20_05-01-41_bs16_ep50_lr0.0005_optSGD_df0.7_wd1e-05
imagensCNNfase4_2026-04-19_22-48-33_bs16_ep50_lr0.0003_optSGD_df0.6_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-19_22-48-33_bs16_ep50_lr0.0003_optSGD_df0.6_wd1e-05,42,cuda,256,16,50,50,0.0003,SGD,0.6,1e-05,False,10,0.98943,21,0.987508,0.037406,2492.784,0.990397,0.990398,0.990397,0.990397,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-19_22-48-33_bs16_ep50_lr0.0003_optSGD_df0.6_wd1e-05\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-19_22-48-33_bs16_ep50_lr0.0003_optSGD_df0.6_wd1e-05\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-19_22-48-33_bs16_ep50_lr0.0003_optSGD_df0.6_wd1e-05
imagensCNNfase4_2026-04-21_08-35-14_bs16_ep100_lr0.0007_optSGD_df0.7_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_08-35-14_bs16_ep100_lr0.0007_optSGD_df0.7_wd1e-05,42,cuda,256,16,100,100,0.0007,SGD,0.7,1e-05,False,10,0.98975,65,0.988149,0.040027,4979.9037,0.990397,0.990452,0.990394,0.990397,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_08-35-14_bs16_ep100_lr0.0007_optSGD_df0.7_wd1e-05\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_08-35-14_bs16_ep100_lr0.0007_optSGD_df0.7_wd1e-05\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-21_08-35-14_bs16_ep100_lr0.0007_optSGD_df0.7_wd1e-05
imagensCNNfase4_2026-04-21_00-18-37_bs16_ep100_lr0.0005_optSGD_df0.7_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_00-18-37_bs16_ep100_lr0.0005_optSGD_df0.7_wd1e-05,42,cuda,256,16,100,100,0.0005,SGD,0.7,1e-05,False,10,0.98975,21,0.987508,0.050203,4961.4354,0.990397,0.990397,0.990397,0.990397,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_00-18-37_bs16_ep100_lr0.0005_optSGD_df0.7_wd1e-05\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_00-18-37_bs16_ep100_lr0.0005_optSGD_df0.7_wd1e-05\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-21_00-18-37_bs16_ep100_lr0.0005_optSGD_df0.7_wd1e-05
imagensCNNfase1_1_2026-04-17_09-30-15_bs32_ep50_lr0.001_optAdam_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_09-30-15_bs32_ep50_lr0.001_optAdam_df0.5_wd0.0001,42,cuda,256,32,50,50,0.001,Adam,0.5,0.0001,False,10,0.988469,31,0.983664,0.037338,2495.4911,0.990077,0.990095,0.990075,0.990077,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_09-30-15_bs32_ep50_lr0.001_optAdam_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_09-30-15_bs32_ep50_lr0.001_optAdam_df0.5_wd0.0001\metrics.json,imagensCNNfase1_1,imagensCNNfase1_1_2026-04-17_09-30-15_bs32_ep50_lr0.001_optAdam_df0.5_wd0.0001
imagensCNNfase4_2026-04-20_00-11-39_bs16_ep50_lr0.0003_optSGD_df0.7_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_00-11-39_bs16_ep50_lr0.0003_optSGD_df0.7_wd0.0,42,cuda,256,16,50,50,0.0003,SGD,0.7,0.0,False,10,0.98911,44,0.987188,0.035558,2465.4809,0.990077,0.990095,0.990075,0.990077,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_00-11-39_bs16_ep50_lr0.0003_optSGD_df0.7_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_00-11-39_bs16_ep50_lr0.0003_optSGD_df0.7_wd0.0\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-20_00-11-39_bs16_ep50_lr0.0003_optSGD_df0.7_wd0.0
imagensCNNfase1_2026-04-16_20-09-36_bs16_ep50_lr0.0001_optSGD_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_20-09-36_bs16_ep50_lr0.0001_optSGD_df0.5_wd0.0001,42,cuda,256,16,50,50,0.0001,SGD,0.5,0.0001,False,10,0.990391,25,0.988789,0.036744,2476.381,0.990077,0.990103,0.990075,0.990077,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_20-09-36_bs16_ep50_lr0.0001_optSGD_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_20-09-36_bs16_ep50_lr0.0001_optSGD_df0.5_wd0.0001\metrics.json,imagensCNNfase1,imagensCNNfase1_2026-04-16_20-09-36_bs16_ep50_lr0.0001_optSGD_df0.5_wd0.0001
imagensCNNfase4_2026-04-20_11-55-38_bs16_ep100_lr0.0003_optSGD_df0.6_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_11-55-38_bs16_ep100_lr0.0003_optSGD_df0.6_wd1e-05,42,cuda,256,16,100,100,0.0003,SGD,0.6,1e-05,False,10,0.99007,77,0.987188,0.046704,4957.1478,0.990077,0.990095,0.990075,0.990077,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_11-55-38_bs16_ep100_lr0.0003_optSGD_df0.6_wd1e-05\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_11-55-38_bs16_ep100_lr0.0003_optSGD_df0.6_wd1e-05\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-20_11-55-38_bs16_ep100_lr0.0003_optSGD_df0.6_wd1e-05
imagensCNNfase4_2026-04-20_00-52-50_bs16_ep50_lr0.0003_optSGD_df0.7_wd1e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_00-52-50_bs16_ep50_lr0.0003_optSGD_df0.7_wd1e-05,42,cuda,256,16,50,50,0.0003,SGD,0.7,1e-05,False,10,0.98975,21,0.987828,0.037127,2490.7675,0.990077,0.990085,0.990078,0.990077,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_00-52-50_bs16_ep50_lr0.0003_optSGD_df0.7_wd1e-05\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_00-52-50_bs16_ep50_lr0.0003_optSGD_df0.7_wd1e-05\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-20_00-52-50_bs16_ep50_lr0.0003_optSGD_df0.7_wd1e-05
imagensCNNfase4_2026-04-19_22-07-31_bs16_ep50_lr0.0003_optSGD_df0.6_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-19_22-07-31_bs16_ep50_lr0.0003_optSGD_df0.6_wd0.0,42,cuda,256,16,50,50,0.0003,SGD,0.6,0.0,False,10,0.988469,21,0.987828,0.037374,2454.9594,0.989757,0.989759,0.989758,0.989757,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-19_22-07-31_bs16_ep50_lr0.0003_optSGD_df0.6_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-19_22-07-31_bs16_ep50_lr0.0003_optSGD_df0.6_wd0.0\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-19_22-07-31_bs16_ep50_lr0.0003_optSGD_df0.6_wd0.0
imagensCNNfase4_2026-04-20_09-52-08_bs16_ep50_lr0.0007_optSGD_df0.7_wd5e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_09-52-08_bs16_ep50_lr0.0007_optSGD_df0.7_wd5e-05,42,cuda,256,16,50,50,0.0007,SGD,0.7,5e-05,False,10,0.98975,36,0.985586,0.038787,2478.9341,0.989757,0.989779,0.989755,0.989757,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_09-52-08_bs16_ep50_lr0.0007_optSGD_df0.7_wd5e-05\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_09-52-08_bs16_ep50_lr0.0007_optSGD_df0.7_wd5e-05\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-20_09-52-08_bs16_ep50_lr0.0007_optSGD_df0.7_wd5e-05
imagensCNNfase2_2026-04-17_19-41-31_bs16_ep50_lr0.0005_optSGD_df0.3_wd0.0005,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_19-41-31_bs16_ep50_lr0.0005_optSGD_df0.3_wd0.0005,42,cuda,256,16,50,50,0.0005,SGD,0.3,0.0005,False,10,0.99007,25,0.986867,0.041746,2458.247,0.989757,0.989788,0.989754,0.989757,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_19-41-31_bs16_ep50_lr0.0005_optSGD_df0.3_wd0.0005\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase2\imagensCNNfase2_2026-04-17_19-41-31_bs16_ep50_lr0.0005_optSGD_df0.3_wd0.0005\metrics.json,imagensCNNfase2,imagensCNNfase2_2026-04-17_19-41-31_bs16_ep50_lr0.0005_optSGD_df0.3_wd0.0005
imagensCNNfase5_2026-04-21_14-30-04_bs16_ep50_lr0.0005_optAdam_df0.7_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_14-30-04_bs16_ep50_lr0.0005_optAdam_df0.7_wd0.0,42,cuda,256,16,50,50,0.0005,Adam,0.7,0.0,False,10,0.988149,46,0.985586,0.068081,2518.5929,0.989757,0.989759,0.989758,0.989757,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_14-30-04_bs16_ep50_lr0.0005_optAdam_df0.7_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_14-30-04_bs16_ep50_lr0.0005_optAdam_df0.7_wd0.0\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-21_14-30-04_bs16_ep50_lr0.0005_optAdam_df0.7_wd0.0
imagensCNNfase5_2026-04-21_17-38-34_bs16_ep50_lr0.0005_optAdamW_df0.7_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_17-38-34_bs16_ep50_lr0.0005_optAdamW_df0.7_wd0.0,42,cuda,256,16,50,50,0.0005,AdamW,0.7,0.0,False,10,0.988149,46,0.985586,0.068081,2552.9556,0.989757,0.989759,0.989758,0.989757,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_17-38-34_bs16_ep50_lr0.0005_optAdamW_df0.7_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_17-38-34_bs16_ep50_lr0.0005_optAdamW_df0.7_wd0.0\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-21_17-38-34_bs16_ep50_lr0.0005_optAdamW_df0.7_wd0.0
imagensCNNfase4_2026-04-21_09-58-20_bs16_ep100_lr0.0007_optSGD_df0.7_wd5e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_09-58-20_bs16_ep100_lr0.0007_optSGD_df0.7_wd5e-05,42,cuda,256,16,100,100,0.0007,SGD,0.7,5e-05,False,10,0.98975,36,0.988149,0.042991,4981.6581,0.989757,0.989779,0.989755,0.989757,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_09-58-20_bs16_ep100_lr0.0007_optSGD_df0.7_wd5e-05\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-21_09-58-20_bs16_ep100_lr0.0007_optSGD_df0.7_wd5e-05\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-21_09-58-20_bs16_ep100_lr0.0007_optSGD_df0.7_wd5e-05
imagensCNNfase1_1_2026-04-17_16-37-58_bs32_ep50_lr0.0001_optAdamW_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_16-37-58_bs32_ep50_lr0.0001_optAdamW_df0.5_wd0.0001,42,cuda,256,32,50,50,0.0001,AdamW,0.5,0.0001,False,10,0.98943,25,0.98943,0.048639,2497.8523,0.989757,0.989811,0.989753,0.989756,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_16-37-58_bs32_ep50_lr0.0001_optAdamW_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1_1\imagensCNNfase1_1_2026-04-17_16-37-58_bs32_ep50_lr0.0001_optAdamW_df0.5_wd0.0001\metrics.json,imagensCNNfase1_1,imagensCNNfase1_1_2026-04-17_16-37-58_bs32_ep50_lr0.0001_optAdamW_df0.5_wd0.0001
imagensCNNfase4_2026-04-20_01-34-27_bs16_ep50_lr0.0003_optSGD_df0.7_wd5e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_01-34-27_bs16_ep50_lr0.0003_optSGD_df0.7_wd5e-05,42,cuda,256,16,50,50,0.0003,SGD,0.7,5e-05,False,10,0.99007,17,0.988149,0.036375,2484.922,0.989757,0.989877,0.989752,0.989756,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_01-34-27_bs16_ep50_lr0.0003_optSGD_df0.7_wd5e-05\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_01-34-27_bs16_ep50_lr0.0003_optSGD_df0.7_wd5e-05\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-20_01-34-27_bs16_ep50_lr0.0003_optSGD_df0.7_wd5e-05
imagensCNNfase4_2026-04-20_17-26-26_bs16_ep100_lr0.0003_optSGD_df0.7_wd5e-05,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_17-26-26_bs16_ep100_lr0.0003_optSGD_df0.7_wd5e-05,42,cuda,256,16,100,100,0.0003,SGD,0.7,5e-05,False,10,0.99007,17,0.988149,0.049009,4961.3165,0.989757,0.989877,0.989752,0.989756,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_17-26-26_bs16_ep100_lr0.0003_optSGD_df0.7_wd5e-05\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase4\imagensCNNfase4_2026-04-20_17-26-26_bs16_ep100_lr0.0003_optSGD_df0.7_wd5e-05\metrics.json,imagensCNNfase4,imagensCNNfase4_2026-04-20_17-26-26_bs16_ep100_lr0.0003_optSGD_df0.7_wd5e-05
imagensCNNfase7_2026-04-23_14-01-32_bs16_ep100_lr0.0003_optAdam_df0.3_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase7\imagensCNNfase7_2026-04-23_14-01-32_bs16_ep100_lr0.0003_optAdam_df0.3_wd0.0,42,cuda,256,16,100,100,0.0003,Adam,0.3,0.0,False,10,0.990391,23,0.984305,0.079099,5265.2723,0.989437,0.989459,0.989439,0.989437,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase7\imagensCNNfase7_2026-04-23_14-01-32_bs16_ep100_lr0.0003_optAdam_df0.3_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase7\imagensCNNfase7_2026-04-23_14-01-32_bs16_ep100_lr0.0003_optAdam_df0.3_wd0.0\metrics.json,imagensCNNfase7,imagensCNNfase7_2026-04-23_14-01-32_bs16_ep100_lr0.0003_optAdam_df0.3_wd0.0
imagensCNNfase7_2026-04-23_15-29-26_bs16_ep100_lr0.0003_optAdamW_df0.3_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase7\imagensCNNfase7_2026-04-23_15-29-26_bs16_ep100_lr0.0003_optAdamW_df0.3_wd0.0,42,cuda,256,16,100,100,0.0003,AdamW,0.3,0.0,False,10,0.990391,23,0.984305,0.079099,5015.9848,0.989437,0.989459,0.989439,0.989437,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase7\imagensCNNfase7_2026-04-23_15-29-26_bs16_ep100_lr0.0003_optAdamW_df0.3_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase7\imagensCNNfase7_2026-04-23_15-29-26_bs16_ep100_lr0.0003_optAdamW_df0.3_wd0.0\metrics.json,imagensCNNfase7,imagensCNNfase7_2026-04-23_15-29-26_bs16_ep100_lr0.0003_optAdamW_df0.3_wd0.0
imagensCNNfase1_2026-04-16_19-27-19_bs16_ep50_lr0.0001_optAdam_df0.5_wd0.0001,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_19-27-19_bs16_ep50_lr0.0001_optAdam_df0.5_wd0.0001,42,cuda,256,16,50,50,0.0001,Adam,0.5,0.0001,False,10,0.99007,31,0.987508,0.047126,2531.5043,0.989437,0.989538,0.989441,0.989436,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_19-27-19_bs16_ep50_lr0.0001_optAdam_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase1\imagensCNNfase1_2026-04-16_19-27-19_bs16_ep50_lr0.0001_optAdam_df0.5_wd0.0001\metrics.json,imagensCNNfase1,imagensCNNfase1_2026-04-16_19-27-19_bs16_ep50_lr0.0001_optAdam_df0.5_wd0.0001
imagensCNNfase5_2026-04-21_16-10-38_bs16_ep50_lr0.0005_optAdamW_df0.6_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_16-10-38_bs16_ep50_lr0.0005_optAdamW_df0.6_wd0.0,42,cuda,256,16,50,50,0.0005,AdamW,0.6,0.0,False,10,0.99007,50,0.99007,0.044992,2587.8764,0.989437,0.989473,0.989434,0.989436,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_16-10-38_bs16_ep50_lr0.0005_optAdamW_df0.6_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_16-10-38_bs16_ep50_lr0.0005_optAdamW_df0.6_wd0.0\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-21_16-10-38_bs16_ep50_lr0.0005_optAdamW_df0.6_wd0.0
imagensCNNfase5_2026-04-21_13-05-33_bs16_ep50_lr0.0005_optAdam_df0.6_wd0.0,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_13-05-33_bs16_ep50_lr0.0005_optAdam_df0.6_wd0.0,42,cuda,256,16,50,50,0.0005,Adam,0.6,0.0,False,10,0.99007,50,0.99007,0.044992,2523.9168,0.989437,0.989473,0.989434,0.989436,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_13-05-33_bs16_ep50_lr0.0005_optAdam_df0.6_wd0.0\best_model.pt,C:\tcc mesonet\experiments\cnn_baseline\imagensCNNfase5\imagensCNNfase5_2026-04-21_13-05-33_bs16_ep50_lr0.0005_optAdam_df0.6_wd0.0\metrics.json,imagensCNNfase5,imagensCNNfase5_2026-04-21_13-05-33_bs16_ep50_lr0.0005_optAdam_df0.6_wd0.0
