learning_rate,test_f1_macro,test_accuracy,best_val_acc
0.0003,0.9892444666666667,0.9892447333333333,0.9895792666666666
0.0001,0.98859575,0.9885965,0.98946975
0.0005,0.9523734042553191,0.9591766808510639,0.9588505531914894
0.001,0.9335906666666666,0.9335965555555555,0.9351197777777779
0.0007,0.9335445,0.9453024999999999,0.946281625
