epochs_executed,test_f1_macro,test_accuracy,best_val_acc
250,0.991357,0.991357,0.99007
200,0.991357,0.991357,0.99007
150,0.991357,0.991357,0.99007
300,0.991357,0.991357,0.99007
100,0.9895339130434783,0.9895340869565218,0.989931
30,0.985275,0.985275,0.986867
50,0.9414184533333334,0.9494451866666667,0.9498226666666667
