epochs_requested,test_f1_macro,test_accuracy,best_val_acc
200,0.991357,0.991357,0.99007
150,0.991357,0.991357,0.99007
250,0.991357,0.991357,0.99007
300,0.991357,0.991357,0.99007
100,0.9895339130434783,0.9895340869565218,0.989931
50,0.9419955131578946,0.9499166315789473,0.9503100921052632
