dropout_fc,test_f1_macro,test_accuracy,best_val_acc
0.3,0.9882096666666667,0.9882098333333333,0.9896433333333333
0.5,0.9700911428571428,0.9700932857142857,0.9711150000000001
0.6,0.9456971666666667,0.9546308333333333,0.9556693333333334
0.7,0.9449651794871795,0.9535276923076922,0.9526435897435898
