dropout_conv,test_f1_macro,test_accuracy,best_val_acc
0.25,0.8379571292517007,0.8684594013605442,0.8685282040816327
0.1,0.70145325,0.74984,0.7569934166666666
0.3,0.4675138333333333,0.5536439166666667,0.5496475
