run_name,run_dir,seed,device,img_size,batch_size,epochs_requested,epochs_executed,learning_rate,optimizer,dropout_conv,dropout_fc,weight_decay,use_early_stopping,early_stopping_patience,best_val_acc,best_epoch,final_val_acc,final_val_loss,total_training_time_sec,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,best_model_path,metrics_file,experiment_group,run_folder
mesonet_teste_epocas_base_melhor_2026-04-02_13-07-20_bs32_ep200_lr0.001_optSGD_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_3_teste_epocas\mesonet_teste_epocas_base_melhor_2026-04-02_13-07-20_bs32_ep200_lr0.001_optSGD_dc0.25_df0.3_wd0.0001,42,cuda,256,32,200,200,0.001,SGD,0.25,0.3,0.0001,False,10.0,0.987508,189,0.983985,0.039296,4686.5459,0.985915,0.985942,0.985918,0.985915,C:\tcc mesonet\experiments\mesonet\treinamento_3_teste_epocas\mesonet_teste_epocas_base_melhor_2026-04-02_13-07-20_bs32_ep200_lr0.001_optSGD_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3_teste_epocas\mesonet_teste_epocas_base_melhor_2026-04-02_13-07-20_bs32_ep200_lr0.001_optSGD_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_3_teste_epocas,mesonet_teste_epocas_base_melhor_2026-04-02_13-07-20_bs32_ep200_lr0.001_optSGD_dc0.25_df0.3_wd0.0001
treinamento_imagens_4_fase1_2026-04-03_08-19-59_bs32_ep200_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-03_08-19-59_bs32_ep200_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001,42,cuda,256,32,200,200,0.0001,Adam,0.25,0.3,0.0001,False,10.0,0.984946,198,0.982703,0.04312,4883.5264,0.985915,0.985917,0.985915,0.985915,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-03_08-19-59_bs32_ep200_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-03_08-19-59_bs32_ep200_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_4_fase1,treinamento_imagens_4_fase1_2026-04-03_08-19-59_bs32_ep200_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001
treinamento_imagens_4_fase1_2026-04-02_22-55-08_bs32_ep200_lr0.001_optSGD_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-02_22-55-08_bs32_ep200_lr0.001_optSGD_dc0.25_df0.3_wd0.0001,42,cuda,256,32,200,200,0.001,SGD,0.25,0.3,0.0001,False,10.0,0.987508,189,0.983985,0.039296,4808.4631,0.985915,0.985942,0.985918,0.985915,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-02_22-55-08_bs32_ep200_lr0.001_optSGD_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-02_22-55-08_bs32_ep200_lr0.001_optSGD_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_4_fase1,treinamento_imagens_4_fase1_2026-04-02_22-55-08_bs32_ep200_lr0.001_optSGD_dc0.25_df0.3_wd0.0001
treinamento_imagens_4_fase3_2026-04-08_16-23-29_bs16_ep250_lr0.0001_optRMSprop_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase3\treinamento_imagens_4_fase3_2026-04-08_16-23-29_bs16_ep250_lr0.0001_optRMSprop_dc0.25_df0.3_wd0.0001,42,cuda,256,16,250,250,0.0001,RMSprop,0.25,0.3,0.0001,False,10.0,0.986867,183,0.981742,0.057248,5924.5367,0.985915,0.985963,0.985919,0.985915,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase3\treinamento_imagens_4_fase3_2026-04-08_16-23-29_bs16_ep250_lr0.0001_optRMSprop_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase3\treinamento_imagens_4_fase3_2026-04-08_16-23-29_bs16_ep250_lr0.0001_optRMSprop_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_4_fase3,treinamento_imagens_4_fase3_2026-04-08_16-23-29_bs16_ep250_lr0.0001_optRMSprop_dc0.25_df0.3_wd0.0001
treinamento_imagens_4_fase1_1_2026-04-04_03-09-02_bs32_ep250_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1_1\treinamento_imagens_4_fase1_1_2026-04-04_03-09-02_bs32_ep250_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001,42,cuda,256,32,250,250,0.0001,Adam,0.25,0.3,0.0001,False,10.0,0.984946,198,0.983664,0.044723,6041.3058,0.985915,0.985917,0.985915,0.985915,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1_1\treinamento_imagens_4_fase1_1_2026-04-04_03-09-02_bs32_ep250_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1_1\treinamento_imagens_4_fase1_1_2026-04-04_03-09-02_bs32_ep250_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_4_fase1_1,treinamento_imagens_4_fase1_1_2026-04-04_03-09-02_bs32_ep250_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001
treinamento_imagens_4_fase1_2026-04-03_02-55-58_bs32_ep200_lr0.0005_optAdam_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-03_02-55-58_bs32_ep200_lr0.0005_optAdam_dc0.25_df0.3_wd0.0001,42,cuda,256,32,200,200,0.0005,Adam,0.25,0.3,0.0001,False,10.0,0.986867,148,0.984305,0.04202,4844.3733,0.985595,0.985599,0.985596,0.985595,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-03_02-55-58_bs32_ep200_lr0.0005_optAdam_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-03_02-55-58_bs32_ep200_lr0.0005_optAdam_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_4_fase1,treinamento_imagens_4_fase1_2026-04-03_02-55-58_bs32_ep200_lr0.0005_optAdam_dc0.25_df0.3_wd0.0001
treinamento_imagens_4_fase1_1_2026-04-03_20-30-36_bs32_ep250_lr0.0005_optAdam_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1_1\treinamento_imagens_4_fase1_1_2026-04-03_20-30-36_bs32_ep250_lr0.0005_optAdam_dc0.25_df0.3_wd0.0001,42,cuda,256,32,250,250,0.0005,Adam,0.25,0.3,0.0001,False,10.0,0.986867,148,0.985586,0.042188,5939.4168,0.985595,0.985599,0.985596,0.985595,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1_1\treinamento_imagens_4_fase1_1_2026-04-03_20-30-36_bs32_ep250_lr0.0005_optAdam_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1_1\treinamento_imagens_4_fase1_1_2026-04-03_20-30-36_bs32_ep250_lr0.0005_optAdam_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_4_fase1_1,treinamento_imagens_4_fase1_1_2026-04-03_20-30-36_bs32_ep250_lr0.0005_optAdam_dc0.25_df0.3_wd0.0001
treinamento_imagens_4_fase1_2026-04-03_05-37-34_bs32_ep200_lr0.0005_optAdamW_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-03_05-37-34_bs32_ep200_lr0.0005_optAdamW_dc0.25_df0.3_wd0.0001,42,cuda,256,32,200,200,0.0005,AdamW,0.25,0.3,0.0001,False,10.0,0.983344,156,0.979821,0.04706,4858.5361,0.985275,0.985512,0.985268,0.985273,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-03_05-37-34_bs32_ep200_lr0.0005_optAdamW_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-03_05-37-34_bs32_ep200_lr0.0005_optAdamW_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_4_fase1,treinamento_imagens_4_fase1_2026-04-03_05-37-34_bs32_ep200_lr0.0005_optAdamW_dc0.25_df0.3_wd0.0001
mesonet_sweep_interval_10_2026-03-22_14-25-35_bs32_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_14-25-35_bs32_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0001,42,cuda,256,32,100,90,0.001,SGD,0.25,0.3,0.0001,,,0.984946,80,0.97918,0.053708,4727.0851,0.984955,0.98497,0.984957,0.984955,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_14-25-35_bs32_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3\mesonet_sweep_interval_10_2026-03-22_14-25-35_bs32_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_3,mesonet_sweep_interval_10_2026-03-22_14-25-35_bs32_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0001
mesonet_sweep_interval_10_2026-03-22_22-31-06_bs32_ep500_lr0.001_optSGD_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_22-31-06_bs32_ep500_lr0.001_optSGD_dc0.25_df0.3_wd0.0001,42,cuda,256,32,500,90,0.001,SGD,0.25,0.3,0.0001,,,0.984946,80,0.97918,0.053708,2167.1377,0.984955,0.98497,0.984957,0.984955,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_22-31-06_bs32_ep500_lr0.001_optSGD_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3\mesonet_sweep_interval_10_2026-03-22_22-31-06_bs32_ep500_lr0.001_optSGD_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_3,mesonet_sweep_interval_10_2026-03-22_22-31-06_bs32_ep500_lr0.001_optSGD_dc0.25_df0.3_wd0.0001
mesonet_teste_epocas_base_melhor_2026-04-02_11-29-31_bs32_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_3_teste_epocas\mesonet_teste_epocas_base_melhor_2026-04-02_11-29-31_bs32_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0001,42,cuda,256,32,100,100,0.001,SGD,0.25,0.3,0.0001,False,10.0,0.984946,80,0.982063,0.041873,2340.8798,0.984955,0.98497,0.984957,0.984955,C:\tcc mesonet\experiments\mesonet\treinamento_3_teste_epocas\mesonet_teste_epocas_base_melhor_2026-04-02_11-29-31_bs32_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3_teste_epocas\mesonet_teste_epocas_base_melhor_2026-04-02_11-29-31_bs32_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_3_teste_epocas,mesonet_teste_epocas_base_melhor_2026-04-02_11-29-31_bs32_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0001
treinamento_imagens_4_fase1_1_2026-04-03_22-09-40_bs32_ep250_lr0.0005_optSGD_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1_1\treinamento_imagens_4_fase1_1_2026-04-03_22-09-40_bs32_ep250_lr0.0005_optSGD_dc0.25_df0.3_wd0.0001,42,cuda,256,32,250,250,0.0005,SGD,0.25,0.3,0.0001,False,10.0,0.985906,210,0.983664,0.047473,5941.1367,0.984635,0.984637,0.984636,0.984635,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1_1\treinamento_imagens_4_fase1_1_2026-04-03_22-09-40_bs32_ep250_lr0.0005_optSGD_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1_1\treinamento_imagens_4_fase1_1_2026-04-03_22-09-40_bs32_ep250_lr0.0005_optSGD_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_4_fase1_1,treinamento_imagens_4_fase1_1_2026-04-03_22-09-40_bs32_ep250_lr0.0005_optSGD_dc0.25_df0.3_wd0.0001
treinamento_imagens5_1_2026-05-02_12-59-26_bs32_ep100_lr0.0007_optAdam_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens5_1\treinamento_imagens5_1_2026-05-02_12-59-26_bs32_ep100_lr0.0007_optAdam_dc0.25_df0.3_wd0.0001,42,cuda,256,32,100,100,0.0007,Adam,0.25,0.3,0.0001,False,10.0,0.983024,97,0.982383,0.05038,2376.7067,0.984635,0.984774,0.98463,0.984634,C:\tcc mesonet\experiments\mesonet\treinamento_imagens5_1\treinamento_imagens5_1_2026-05-02_12-59-26_bs32_ep100_lr0.0007_optAdam_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens5_1\treinamento_imagens5_1_2026-05-02_12-59-26_bs32_ep100_lr0.0007_optAdam_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens5_1,treinamento_imagens5_1_2026-05-02_12-59-26_bs32_ep100_lr0.0007_optAdam_dc0.25_df0.3_wd0.0001
treinamento_imagens_4_fase1_2026-04-02_21-03-00_bs32_ep200_lr0.001_optAdam_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-02_21-03-00_bs32_ep200_lr0.001_optAdam_dc0.25_df0.3_wd0.0001,42,cuda,256,32,200,200,0.001,Adam,0.25,0.3,0.0001,False,10.0,0.983024,191,0.980782,0.048633,6722.3321,0.984315,0.984315,0.984315,0.984315,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-02_21-03-00_bs32_ep200_lr0.001_optAdam_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-02_21-03-00_bs32_ep200_lr0.001_optAdam_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_4_fase1,treinamento_imagens_4_fase1_2026-04-02_21-03-00_bs32_ep200_lr0.001_optAdam_dc0.25_df0.3_wd0.0001
