run_name,run_dir,seed,device,img_size,batch_size,epochs_requested,epochs_executed,learning_rate,optimizer,dropout_conv,dropout_fc,weight_decay,use_early_stopping,early_stopping_patience,best_val_acc,best_epoch,final_val_acc,final_val_loss,total_training_time_sec,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,best_model_path,metrics_file,experiment_group,run_folder
mesonet_sweep_interval_10_2026-03-22_23-07-17_bs32_ep500_lr0.001_optSGD_dc0.25_df0.5_wd0.0,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_23-07-17_bs32_ep500_lr0.001_optSGD_dc0.25_df0.5_wd0.0,42,cuda,256,32,500,113,0.001,SGD,0.25,0.5,0.0,,,0.981742,103,0.980782,0.044824,2675.7719,0.983995,0.983996,0.983994,0.983995,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_23-07-17_bs32_ep500_lr0.001_optSGD_dc0.25_df0.5_wd0.0\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3\mesonet_sweep_interval_10_2026-03-22_23-07-17_bs32_ep500_lr0.001_optSGD_dc0.25_df0.5_wd0.0\metrics.json,treinamento_imagens_3,mesonet_sweep_interval_10_2026-03-22_23-07-17_bs32_ep500_lr0.001_optSGD_dc0.25_df0.5_wd0.0
treinamento_imagens5_1_2026-05-02_13-39-07_bs32_ep100_lr0.0007_optSGD_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens5_1\treinamento_imagens5_1_2026-05-02_13-39-07_bs32_ep100_lr0.0007_optSGD_dc0.25_df0.3_wd0.0001,42,cuda,256,32,100,100,0.0007,SGD,0.25,0.3,0.0001,False,10.0,0.982063,94,0.97886,0.050096,2388.089,0.983995,0.984006,0.983997,0.983995,C:\tcc mesonet\experiments\mesonet\treinamento_imagens5_1\treinamento_imagens5_1_2026-05-02_13-39-07_bs32_ep100_lr0.0007_optSGD_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens5_1\treinamento_imagens5_1_2026-05-02_13-39-07_bs32_ep100_lr0.0007_optSGD_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens5_1,treinamento_imagens5_1_2026-05-02_13-39-07_bs32_ep100_lr0.0007_optSGD_dc0.25_df0.3_wd0.0001
treinamento_imagens_4_fase1_1_2026-04-04_04-49-48_bs32_ep250_lr0.0001_optSGD_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1_1\treinamento_imagens_4_fase1_1_2026-04-04_04-49-48_bs32_ep250_lr0.0001_optSGD_dc0.25_df0.3_wd0.0001,42,cuda,256,32,250,250,0.0001,SGD,0.25,0.3,0.0001,False,10.0,0.982703,243,0.980141,0.044315,6022.8124,0.983675,0.983689,0.983677,0.983675,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1_1\treinamento_imagens_4_fase1_1_2026-04-04_04-49-48_bs32_ep250_lr0.0001_optSGD_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1_1\treinamento_imagens_4_fase1_1_2026-04-04_04-49-48_bs32_ep250_lr0.0001_optSGD_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_4_fase1_1,treinamento_imagens_4_fase1_1_2026-04-04_04-49-48_bs32_ep250_lr0.0001_optSGD_dc0.25_df0.3_wd0.0001
treinamento_imagens_4_fase1_2026-04-03_04-16-47_bs32_ep200_lr0.0005_optSGD_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-03_04-16-47_bs32_ep200_lr0.0005_optSGD_dc0.25_df0.3_wd0.0001,42,cuda,256,32,200,200,0.0005,SGD,0.25,0.3,0.0001,False,10.0,0.984946,141,0.983664,0.047445,4843.0747,0.983675,0.983683,0.983676,0.983675,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-03_04-16-47_bs32_ep200_lr0.0005_optSGD_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-03_04-16-47_bs32_ep200_lr0.0005_optSGD_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_4_fase1,treinamento_imagens_4_fase1_2026-04-03_04-16-47_bs32_ep200_lr0.0005_optSGD_dc0.25_df0.3_wd0.0001
mesonet_sweep_interval_10_2026-03-22_15-44-27_bs32_ep100_lr0.001_optSGD_dc0.25_df0.5_wd0.0,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_15-44-27_bs32_ep100_lr0.001_optSGD_dc0.25_df0.5_wd0.0,42,cuda,256,32,100,100,0.001,SGD,0.25,0.5,0.0,,,0.980461,94,0.977578,0.067981,4085.0923,0.983355,0.983355,0.983355,0.983355,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_15-44-27_bs32_ep100_lr0.001_optSGD_dc0.25_df0.5_wd0.0\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3\mesonet_sweep_interval_10_2026-03-22_15-44-27_bs32_ep100_lr0.001_optSGD_dc0.25_df0.5_wd0.0\metrics.json,treinamento_imagens_3,mesonet_sweep_interval_10_2026-03-22_15-44-27_bs32_ep100_lr0.001_optSGD_dc0.25_df0.5_wd0.0
treinamento_imagens_4_fase1_2026-04-03_09-41-27_bs32_ep200_lr0.0001_optSGD_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-03_09-41-27_bs32_ep200_lr0.0001_optSGD_dc0.25_df0.3_wd0.0001,42,cuda,256,32,200,200,0.0001,SGD,0.25,0.3,0.0001,False,10.0,0.980461,192,0.975016,0.055868,4829.0736,0.983355,0.983356,0.983354,0.983355,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-03_09-41-27_bs32_ep200_lr0.0001_optSGD_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1\treinamento_imagens_4_fase1_2026-04-03_09-41-27_bs32_ep200_lr0.0001_optSGD_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_4_fase1,treinamento_imagens_4_fase1_2026-04-03_09-41-27_bs32_ep200_lr0.0001_optSGD_dc0.25_df0.3_wd0.0001
mesonet_teste_epocas_base_melhor_2026-04-02_11-08-56_bs32_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_3_teste_epocas\mesonet_teste_epocas_base_melhor_2026-04-02_11-08-56_bs32_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0001,42,cuda,256,32,50,50,0.001,SGD,0.25,0.3,0.0001,False,10.0,0.97886,47,0.967969,0.079138,1227.3374,0.983035,0.983082,0.983031,0.983034,C:\tcc mesonet\experiments\mesonet\treinamento_3_teste_epocas\mesonet_teste_epocas_base_melhor_2026-04-02_11-08-56_bs32_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3_teste_epocas\mesonet_teste_epocas_base_melhor_2026-04-02_11-08-56_bs32_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_3_teste_epocas,mesonet_teste_epocas_base_melhor_2026-04-02_11-08-56_bs32_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0001
mesonet_sweep_interval_10_2026-03-22_10-01-22_bs32_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_10-01-22_bs32_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0001,42,cuda,256,32,50,50,0.001,SGD,0.25,0.3,0.0001,,,0.97886,47,0.967969,0.079138,1179.5503,0.983035,0.983082,0.983031,0.983034,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_10-01-22_bs32_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3\mesonet_sweep_interval_10_2026-03-22_10-01-22_bs32_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_3,mesonet_sweep_interval_10_2026-03-22_10-01-22_bs32_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0001
treinamento_imagens5_1_2026-05-02_11-39-52_bs32_ep100_lr0.0003_optSGD_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens5_1\treinamento_imagens5_1_2026-05-02_11-39-52_bs32_ep100_lr0.0003_optSGD_dc0.25_df0.3_wd0.0001,42,cuda,256,32,100,100,0.0003,SGD,0.25,0.3,0.0001,False,10.0,0.980141,93,0.974696,0.058673,2395.9833,0.982714,0.982723,0.982713,0.982714,C:\tcc mesonet\experiments\mesonet\treinamento_imagens5_1\treinamento_imagens5_1_2026-05-02_11-39-52_bs32_ep100_lr0.0003_optSGD_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens5_1\treinamento_imagens5_1_2026-05-02_11-39-52_bs32_ep100_lr0.0003_optSGD_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens5_1,treinamento_imagens5_1_2026-05-02_11-39-52_bs32_ep100_lr0.0003_optSGD_dc0.25_df0.3_wd0.0001
treinamento_imagens5_1_2026-05-02_11-00-05_bs32_ep100_lr0.0003_optAdam_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens5_1\treinamento_imagens5_1_2026-05-02_11-00-05_bs32_ep100_lr0.0003_optAdam_dc0.25_df0.3_wd0.0001,42,cuda,256,32,100,100,0.0003,Adam,0.25,0.3,0.0001,False,10.0,0.983344,94,0.980782,0.051377,2380.1841,0.982714,0.982729,0.982713,0.982714,C:\tcc mesonet\experiments\mesonet\treinamento_imagens5_1\treinamento_imagens5_1_2026-05-02_11-00-05_bs32_ep100_lr0.0003_optAdam_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens5_1\treinamento_imagens5_1_2026-05-02_11-00-05_bs32_ep100_lr0.0003_optAdam_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens5_1,treinamento_imagens5_1_2026-05-02_11-00-05_bs32_ep100_lr0.0003_optAdam_dc0.25_df0.3_wd0.0001
mesonet_sweep_interval_10_2026-03-22_05-25-10_bs16_ep500_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_05-25-10_bs16_ep500_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001,42,cuda,256,16,500,58,0.0001,Adam,0.25,0.3,0.0001,,,0.9795,48,0.97886,0.052266,1353.3491,0.982394,0.982396,0.982395,0.982394,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_05-25-10_bs16_ep500_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3\mesonet_sweep_interval_10_2026-03-22_05-25-10_bs16_ep500_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_3,mesonet_sweep_interval_10_2026-03-22_05-25-10_bs16_ep500_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001
mesonet_sweep_interval_10_2026-03-22_07-04-23_bs16_ep500_lr0.0001_optSGD_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_07-04-23_bs16_ep500_lr0.0001_optSGD_dc0.25_df0.3_wd0.0001,42,cuda,256,16,500,145,0.0001,SGD,0.25,0.3,0.0001,,,0.983985,135,0.979821,0.053137,3384.3505,0.982394,0.982409,0.982396,0.982394,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_07-04-23_bs16_ep500_lr0.0001_optSGD_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3\mesonet_sweep_interval_10_2026-03-22_07-04-23_bs16_ep500_lr0.0001_optSGD_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_3,mesonet_sweep_interval_10_2026-03-22_07-04-23_bs16_ep500_lr0.0001_optSGD_dc0.25_df0.3_wd0.0001
mesonet_sweep_interval_10_2026-03-21_16-30-22_bs16_ep50_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-21_16-30-22_bs16_ep50_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001,42,cuda,256,16,50,50,0.0001,Adam,0.25,0.3,0.0001,,,0.9795,48,0.977578,0.061,1234.0925,0.982394,0.982396,0.982395,0.982394,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-21_16-30-22_bs16_ep50_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3\mesonet_sweep_interval_10_2026-03-21_16-30-22_bs16_ep50_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_3,mesonet_sweep_interval_10_2026-03-21_16-30-22_bs16_ep50_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001
mesonet_sweep_interval_10_2026-03-21_22-50-57_bs16_ep100_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-21_22-50-57_bs16_ep100_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001,42,cuda,256,16,100,58,0.0001,Adam,0.25,0.3,0.0001,,,0.9795,48,0.97886,0.052266,1365.8281,0.982394,0.982396,0.982395,0.982394,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-21_22-50-57_bs16_ep100_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3\mesonet_sweep_interval_10_2026-03-21_22-50-57_bs16_ep100_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_3,mesonet_sweep_interval_10_2026-03-21_22-50-57_bs16_ep100_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001
mesonet_sweep_interval_10_2026-03-22_03-25-17_bs16_ep500_lr0.001_optSGD_dc0.25_df0.3_wd0.0,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_03-25-17_bs16_ep500_lr0.001_optSGD_dc0.25_df0.3_wd0.0,42,cuda,256,16,500,88,0.001,SGD,0.25,0.3,0.0,,,0.985266,78,0.984305,0.040681,2047.6873,0.982394,0.98242,0.982392,0.982394,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_03-25-17_bs16_ep500_lr0.001_optSGD_dc0.25_df0.3_wd0.0\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3\mesonet_sweep_interval_10_2026-03-22_03-25-17_bs16_ep500_lr0.001_optSGD_dc0.25_df0.3_wd0.0\metrics.json,treinamento_imagens_3,mesonet_sweep_interval_10_2026-03-22_03-25-17_bs16_ep500_lr0.001_optSGD_dc0.25_df0.3_wd0.0
mesonet_sweep_interval_10_2026-03-21_20-48-52_bs16_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-21_20-48-52_bs16_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0,42,cuda,256,16,100,88,0.001,SGD,0.25,0.3,0.0,,,0.985266,78,0.984305,0.040681,2062.2203,0.982394,0.98242,0.982392,0.982394,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-21_20-48-52_bs16_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3\mesonet_sweep_interval_10_2026-03-21_20-48-52_bs16_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0\metrics.json,treinamento_imagens_3,mesonet_sweep_interval_10_2026-03-21_20-48-52_bs16_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0
treinamento_imagens_4_fase1_1_2026-04-03_13-54-50_bs32_ep250_lr0.001_optAdam_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1_1\treinamento_imagens_4_fase1_1_2026-04-03_13-54-50_bs32_ep250_lr0.001_optAdam_dc0.25_df0.3_wd0.0001,42,cuda,256,32,250,250,0.001,Adam,0.25,0.3,0.0001,False,10.0,0.985266,243,0.97918,0.051689,5898.2679,0.982394,0.982397,0.982394,0.982394,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1_1\treinamento_imagens_4_fase1_1_2026-04-03_13-54-50_bs32_ep250_lr0.001_optAdam_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase1_1\treinamento_imagens_4_fase1_1_2026-04-03_13-54-50_bs32_ep250_lr0.001_optAdam_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_4_fase1_1,treinamento_imagens_4_fase1_1_2026-04-03_13-54-50_bs32_ep250_lr0.001_optAdam_dc0.25_df0.3_wd0.0001
mesonet_sweep_interval_10_2026-03-21_14-44-00_bs16_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-21_14-44-00_bs16_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0,42,cuda,256,16,50,50,0.001,SGD,0.25,0.3,0.0,,,0.981422,49,0.979821,0.049881,1325.314,0.981754,0.98176,0.981753,0.981754,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-21_14-44-00_bs16_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3\mesonet_sweep_interval_10_2026-03-21_14-44-00_bs16_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0\metrics.json,treinamento_imagens_3,mesonet_sweep_interval_10_2026-03-21_14-44-00_bs16_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0
treinamento_imagens5_1_2026-05-02_12-19-53_bs32_ep100_lr0.0003_optAdamW_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens5_1\treinamento_imagens5_1_2026-05-02_12-19-53_bs32_ep100_lr0.0003_optAdamW_dc0.25_df0.3_wd0.0001,42,cuda,256,32,100,100,0.0003,AdamW,0.25,0.3,0.0001,False,10.0,0.982063,92,0.977899,0.05315,2368.8457,0.981434,0.981434,0.981434,0.981434,C:\tcc mesonet\experiments\mesonet\treinamento_imagens5_1\treinamento_imagens5_1_2026-05-02_12-19-53_bs32_ep100_lr0.0003_optAdamW_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens5_1\treinamento_imagens5_1_2026-05-02_12-19-53_bs32_ep100_lr0.0003_optAdamW_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens5_1,treinamento_imagens5_1_2026-05-02_12-19-53_bs32_ep100_lr0.0003_optAdamW_dc0.25_df0.3_wd0.0001
mesonet_sweep_interval_10_2026-03-22_13-57-08_bs32_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_13-57-08_bs32_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0,42,cuda,256,32,100,68,0.001,SGD,0.25,0.3,0.0,,,0.980141,58,0.97918,0.055816,1702.252,0.981434,0.981436,0.981435,0.981434,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_13-57-08_bs32_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3\mesonet_sweep_interval_10_2026-03-22_13-57-08_bs32_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0\metrics.json,treinamento_imagens_3,mesonet_sweep_interval_10_2026-03-22_13-57-08_bs32_ep100_lr0.001_optSGD_dc0.25_df0.3_wd0.0
mesonet_sweep_interval_10_2026-03-22_22-04-09_bs32_ep500_lr0.001_optSGD_dc0.25_df0.3_wd0.0,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_22-04-09_bs32_ep500_lr0.001_optSGD_dc0.25_df0.3_wd0.0,42,cuda,256,32,500,68,0.001,SGD,0.25,0.3,0.0,,,0.980141,58,0.97918,0.055816,1612.3133,0.981434,0.981436,0.981435,0.981434,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_22-04-09_bs32_ep500_lr0.001_optSGD_dc0.25_df0.3_wd0.0\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3\mesonet_sweep_interval_10_2026-03-22_22-04-09_bs32_ep500_lr0.001_optSGD_dc0.25_df0.3_wd0.0\metrics.json,treinamento_imagens_3,mesonet_sweep_interval_10_2026-03-22_22-04-09_bs32_ep500_lr0.001_optSGD_dc0.25_df0.3_wd0.0
treinamento_imagens_4__fase3_1_2026-04-08_22-15-19_bs32_ep250_lr0.0001_optRMSprop_dc0.25_df0.5_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase3_1\treinamento_imagens_4__fase3_1_2026-04-08_22-15-19_bs32_ep250_lr0.0001_optRMSprop_dc0.25_df0.5_wd0.0001,42,cuda,256,32,250,250,0.0001,RMSprop,0.25,0.5,0.0001,False,10.0,0.986867,233,0.982383,0.04617,5792.2171,0.981434,0.981669,0.981427,0.981432,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase3_1\treinamento_imagens_4__fase3_1_2026-04-08_22-15-19_bs32_ep250_lr0.0001_optRMSprop_dc0.25_df0.5_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_4_fase3_1\treinamento_imagens_4__fase3_1_2026-04-08_22-15-19_bs32_ep250_lr0.0001_optRMSprop_dc0.25_df0.5_wd0.0001\metrics.json,treinamento_imagens_4_fase3_1,treinamento_imagens_4__fase3_1_2026-04-08_22-15-19_bs32_ep250_lr0.0001_optRMSprop_dc0.25_df0.5_wd0.0001
treinamento_imagens5_1_2026-05-02_14-18-59_bs32_ep100_lr0.0007_optAdamW_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\treinamento_imagens5_1\treinamento_imagens5_1_2026-05-02_14-18-59_bs32_ep100_lr0.0007_optAdamW_dc0.25_df0.3_wd0.0001,42,cuda,256,32,100,100,0.0007,AdamW,0.25,0.3,0.0001,False,10.0,0.983024,91,0.981422,0.052684,2380.3995,0.981114,0.981223,0.981109,0.981113,C:\tcc mesonet\experiments\mesonet\treinamento_imagens5_1\treinamento_imagens5_1_2026-05-02_14-18-59_bs32_ep100_lr0.0007_optAdamW_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens5_1\treinamento_imagens5_1_2026-05-02_14-18-59_bs32_ep100_lr0.0007_optAdamW_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens5_1,treinamento_imagens5_1_2026-05-02_14-18-59_bs32_ep100_lr0.0007_optAdamW_dc0.25_df0.3_wd0.0001
mesonet_sweep_interval_10_2026-03-23_00-54-23_bs32_ep500_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-23_00-54-23_bs32_ep500_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001,42,cuda,256,32,500,74,0.0001,Adam,0.25,0.3,0.0001,,,0.980782,64,0.97886,0.05187,1763.7029,0.980474,0.980482,0.980475,0.980474,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-23_00-54-23_bs32_ep500_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3\mesonet_sweep_interval_10_2026-03-23_00-54-23_bs32_ep500_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_3,mesonet_sweep_interval_10_2026-03-23_00-54-23_bs32_ep500_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001
mesonet_sweep_interval_10_2026-03-22_17-55-43_bs32_ep100_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_17-55-43_bs32_ep100_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001,42,cuda,256,32,100,74,0.0001,Adam,0.25,0.3,0.0001,,,0.980782,64,0.97886,0.05187,1746.2914,0.980474,0.980482,0.980475,0.980474,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_17-55-43_bs32_ep100_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3\mesonet_sweep_interval_10_2026-03-22_17-55-43_bs32_ep100_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001\metrics.json,treinamento_imagens_3,mesonet_sweep_interval_10_2026-03-22_17-55-43_bs32_ep100_lr0.0001_optAdam_dc0.25_df0.3_wd0.0001
mesonet_sweep_interval_10_2026-03-22_09-41-38_bs32_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_09-41-38_bs32_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0,42,cuda,256,32,50,50,0.001,SGD,0.25,0.3,0.0,,,0.975016,46,0.973094,0.063988,1180.4616,0.980474,0.980548,0.98047,0.980473,C:\tcc mesonet\experiments\mesonet\mesonet_sweep_interval_10_2026-03-22_09-41-38_bs32_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0\best_model.pt,C:\tcc mesonet\experiments\mesonet\treinamento_imagens_3\mesonet_sweep_interval_10_2026-03-22_09-41-38_bs32_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0\metrics.json,treinamento_imagens_3,mesonet_sweep_interval_10_2026-03-22_09-41-38_bs32_ep50_lr0.001_optSGD_dc0.25_df0.3_wd0.0
