weight_decay,test_f1_macro,test_accuracy,best_val_acc
1e-05,0.9631829999999999,0.9631879999999999,0.9681295000000001
0.0001,0.8852608453608247,0.9040879690721649,0.904145525773196
0.0,0.753829564516129,0.8103491451612903,0.8098464516129031
5e-05,0.7441165000000001,0.7543215000000001,0.7493595
0.0005,0.6286986666666666,0.6553563333333333,0.6619686666666666
0.001,0.5375426666666666,0.5961731111111112,0.5974091111111111
