dropout_fc,test_f1_macro,test_accuracy,best_val_acc
0.6,0.85364975,0.85875475,0.8587445
0.3,0.8514522857142857,0.8805134897959184,0.880204969387755
0.5,0.8059645151515151,0.8398416515151516,0.8401526515151515
0.7,0.4975326923076923,0.5755441538461539,0.5797564615384615
