learning_rate,test_f1_macro,test_accuracy,best_val_acc
0.0005,0.9823535,0.982354375,0.982983625
0.0003,0.9781038000000001,0.9781048,0.9779630000000001
0.0001,0.9706940307692308,0.9707027384615384,0.9702121230769231
0.0007,0.8841368,0.8882201999999999,0.8877644
0.001,0.6760547244897959,0.7382737346938776,0.7390375510204081
